scenario,damping_D_pu,mechanical_power_pu,electrical_power_pu,power_imbalance_pu,has_finite_equilibrium,final_omega_pu,final_frequency_hz,time_constant_s,settling_tolerance_hz,settling_time_after_step_s,settling_time_s,two_percent_settling_time_s
selected_case,0.0,0.5,0.4999999999999999,1.1102230246251565e-16,True,1.721308688658075,103.2785213194845,10.327852131948452,0.5,51.27300989982298,121.27300989982298,111.31140852779382
damped_comparison,2.0,0.5,0.21942292488958948,0.2805770751104105,True,1.1402885375552052,68.41731225331232,2.5158761304510997,0.5,9.691726948145188,79.69172694814519,80.0635045218044
